brand,category,cashback,upsized,upsize_ends_at_utc,category_rates,tracking_time,claim_time,url
Bodybuilding.Com,Health & Beauty,Up to 1% Cashback,,,Owned Brand: 1%; Others: 0.5%; BodyFit by Bodybuilding.com: $$0,2 days,90 days,https://www.shopback.com.au/bodybuilding
Bogs Footwear,Fashion,4.9% Cashback,,,,2 days,95 days,https://www.shopback.com.au/bogs-footwear
Bohemian Traders,Fashion,Up to 5% Cashback,,,New Customers: 5%; Existing Customers: 3.5%,2 days,95 days,https://www.shopback.com.au/bohemian-traders
Bondi Sands,Beauty,Up to 4.8% Cashback,,,New Bondi Sands customer: 4.8%; Existing Bondi Sands customer: 3.6%,2 days,90 days,https://www.shopback.com.au/bondi-sands
Bonds,Fashion,Up to 3.5% Cashback,,,New Bonds Customers: 3.5%; Existing Bonds Customers: 2%,2 days,105 days,https://www.shopback.com.au/bonds
Bonny,Home & Garden,7% Cashback,,,,2 days,90 days,https://www.shopback.com.au/bonny
Boody Eco Wear,Fashion,Up to 9% Cashback,yes,2026-07-20T13:59:59.999Z,New Customers: 9%; Existing Customers: 4.2%,2 days,90 days,https://www.shopback.com.au/boody-eco-wear
boohoo,Fashion,3% Cashback,,,,2 days,95 days,https://www.shopback.com.au/boohoo
BoohooMan,Fashion,Up to 3.6% Cashback,,,New Customer: 3.6%; Existing Customer: 1.8%,2 days,95 days,https://www.shopback.com.au/boohooman
Bookabach,Travel,1.4% Cashback,,,Rental: 1.4%,2 days,100 days after your trip,https://www.shopback.com.au/bookabach
Booking.com,Travel,Up to 10% Cashback,yes,2026-07-19T13:59:59.000Z,Accommodation/Hotels: 10%; Car Rentals: 8%,2 days,70 days after your trip,https://www.shopback.com.au/booking-com
Booktopia,Books & Media,Up to 15% Cashback,yes,,Selected Titles (refer : https://shorturl.at/QNBCd): 15%; Standard Cashback: 3.5%,2 days,95 days,https://www.shopback.com.au/booktopia
Boost - The Refurb Shop,Tech,$6 Cashback,,,,2 days,90 days,https://www.shopback.com.au/boost-refurb-shop
Boost Mobile,Digital & VPNs,Up to $48 Cashback,yes,2026-07-20T13:59:59.000Z,$$365 Prepaid SIM: $$48; $$49 Prepaid SIM: $$8; $$300 Prepaid SIM: $$5.50; $$180 Prepaid SIM: $$5; $$39 Prepaid SIM: $$3.25,2 days,95 days,https://www.shopback.com.au/boost-mobile
Bose,Tech,Temporarily unavailable,,,,2 days,90 days,https://www.shopback.com.au/bose
Bottle Stop,Alcohol,Temporarily unavailable,,,,2 days,100 days,https://www.shopback.com.au/boozebud
Bow Wow Meow,Pets,$9 Cashback,,,,2 days,105 days,https://www.shopback.com.au/bow-wow-meow
Bras n Things,Fashion,Up to 3.7% Cashback,,,Full Price: 3.7%; On Sale Items: 1.02%; Bethany: 0.68%; Body Bliss: 0.68%,2 days,95 days,https://www.shopback.com.au/bras-n-things
Braun Household,Home & Garden,10% Cashback,,,Standard Cashback: 10%,2 days,90 days,https://www.shopback.com.au/braun-household
Bravofly,Travel,Up to 3% Cashback,,,Flights: $$8.40; Hotels: 3%,2 days,100 days after your trip,https://www.shopback.com.au/bravofly
Breville,Home & Garden,2% Cashback,,,Standard Cashback: 2%,2 days,90 days,https://www.shopback.com.au/breville
Brewquets,Home & Garden,2.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/brewquets
BRITA,Home & Garden,5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/brita
British &amp; Irish Lions,Fashion,2.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/british-and-irish-lions
Broadband Comparison,Finance & Utilities,$90 Cashback,yes,2026-07-21T13:59:59.000Z,broadband: $$90,2 days,120 days,https://www.shopback.com.au/broadband-comparison
Brooks Running,Fitness & Sports,1.2% Cashback,,,Standard Cashback: 1.2%,2 days,90 days,https://www.shopback.com.au/brooks-running
BSTN,Fashion,Up to 6% Cashback,,,New BSTN customers: 6%; Existing BSTN customers: 2.4%; New Arrivals: 0.6%,2 days,90 days,https://www.shopback.com.au/bstn
Budget,Travel,Up to 3.5% Cashback,,,Standard Cashback (AU & NZ bookings): 3.5%; Other rental pick up locations except for AU & NZ: 1%,2 days,100 days after your trip,https://www.shopback.com.au/budget-australia
Bugaboo,Baby & Kids,Up to 7% Cashback,yes,2026-07-20T13:59:59.000Z,Bugaboo Butterfly 2: 7%; Accessories: 4.2%; Strollers: 2.8%; Adjacencies: 2.1%,2 days,100 days,https://www.shopback.com.au/bugaboo
Bupa Health Insurance,Finance & Utilities,Up to $900 Cashback,yes,,First year Premium > $6250: $$900; First year Premium $5000 - $6249: $$700; First year Premium $4000 - $4999: $$550; First year Premium $3000 - $3999: $$420; First year Premium $2000 - $2999: $$275; First year Premium $1000 -$1999: $$135; First year Premium <$1000: $$110,2 days,120 days,https://www.shopback.com.au/bupa-health-insurance
Bupa via Compare Club,Finance & Utilities,Up to $65 Cashback,,,Family ( Opt in for Hospitals and Extras ): $$65; Couple ( Opt in for Hospitals and Extras ): $$65; All Others: $$48.75; Family: $$48.75; Couple: $$48.75; Single ( Opt in for Hospitals and Extras ): $$48.75; Single Parent ( Opt in for Hospitals and Extras ): $$48.75; Single: $$32.50; Single Parent: $$32.50,2 days,120 days,https://www.shopback.com.au/bupa
Bush Tucker Blends,Health & Beauty,9.8% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 9.8%,2 days,90 days,https://www.shopback.com.au/bush-tucker-blends
ButcherCrowd,Food Delivery,4.2% Cashback,,,,2 days,90 days,https://www.shopback.com.au/butchercrowd
Buttchique,Fashion,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/buttchique
Butter Travel Insurance,Travel,21% Cashback,yes,,Standard Cashback: 21%,2 days,35 days,https://www.shopback.com.au/butter-insurance
BWS,Alcohol,Up to 3.5% Cashback,,,Order Purchase Amount Greater Than $120: 3.5%; Order Purchase Amount Less Than $120: 0.5%,7 days,45 days,https://www.shopback.com.au/bws
By Charlotte,Fashion,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/by-charlotte
Bydee,Fashion,2.5% Cashback,,,,2 days,75 days,https://www.shopback.com.au/bydee
ByFood,Travel,3.5% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/byfood
BYOJet,Travel,1.2% Cashback,,,Standard Cashback: 1.2%,2 days,120 days after your trip,https://www.shopback.com.au/byojet
Cabeau,Travel,3.5% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/cabeau
Cable Melbourne,Fashion,Up to 3.5% Cashback,,,New Customers Cashback: 3.5%; Existing Customers Cashback: 1.5%,2 days,65 days,https://www.shopback.com.au/cablemelbourne
Callie,Books & Media,4% Cashback,,,,2 days,75 days,https://www.shopback.com.au/callie
Calvin Klein,Fashion,1.8% Cashback,,,Standard Cashback: 1.8%,2 days,120 days,https://www.shopback.com.au/calvin-klein
Cameo,Home & Garden,1.2% Cashback,,,,2 days,95 days,https://www.shopback.com.au/cameo
Camera House,Tech,1.3% Cashback,,,,2 days,90 days,https://www.shopback.com.au/camera-house
CameraPro,Tech,1.2% Cashback,,,,2 days,150 days,https://www.shopback.com.au/camerapro
CAMILLA,Fashion,Up to 5.6% Cashback,yes,2026-07-20T13:59:59.999Z,New Customers: 5.6%; Existing Customers: 4.2%; VIP Camilla Customers: 0.3%,2 days,100 days,https://www.shopback.com.au/camilla
Camper,Fashion,Up to 4.8% Cashback,,,Full Priced Shoes: 4.8%; Discounted Shoes: 3.6%,2 days,95 days,https://www.shopback.com.au/camper
Camplify,Travel,3.5% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 3.5%,2 days,90 days after your trip,https://www.shopback.com.au/camplify
Candlewood Suites,Travel,2.1% Cashback,,,,2 days,120 days after your trip,https://www.shopback.com.au/candlewood-suites
Canningvale,Home & Garden,7% Cashback,,,Standard Cashback: 7%,2 days,75 days,https://www.shopback.com.au/canningvale
Capcut,Digital & VPNs,Up to 17.5% Cashback,,,Purchase on iPad and Desktop (New Customers): 17.5%; Purchase on iPad and Desktop (Existing Customers): 14%; Install on new Device (iPad & Desktop): $$0.18,2 Days,70 Days,https://www.shopback.com.au/capcut
Car Mods Australia,Cars & Auto,Up to 3.5% Cashback,,,New CMA customers: 3.5%; Existing CMA customers: 1.4%,2 days,50 days,https://www.shopback.com.au/car-mods-australia
Caravan RV Camping,Health & Beauty,1.89% Cashback,,,Standard Cashback: 1.89%,2 days,75 days,https://www.shopback.com.au/caravan-rv-camping
Care You,Home & Garden,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/care-you
Carla Zampatti,Fashion,Up to 3.5% Cashback,,,New Carla Zampatti Customer: 3.5%; Existing Carla Zampatti Customer: 2.25%,2 days,75 days,https://www.shopback.com.au/carla-zampatti
CarMatsCulture,Home & Garden,0.6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/carmatsculture
Carolina Lifestyle,Fashion,3.6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/carolina-lifestyle
Carrie Elizabeth,Fashion,2.8% Cashback,,,,2 days,95 days,https://www.shopback.com.au/carrie-elizabeth
Casa Andina,Travel,2.4% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/casa-andina
Casetify,Home & Garden,Up to 3% Cashback,,,Others: 3%; Promo Code Usage: 1.8%,14 days,90 days,https://www.shopback.com.au/casetify
Casey&#x27;s Toys,Toys & Gaming,3.2% Cashback,,,Standard Cashback: 3.2%,2 days,35 days,https://www.shopback.com.au/caseys-toys
Castlery,Home & Garden,Temporarily unavailable,,,,2 days,90 days,https://www.shopback.com.au/castlery
Castore,Fashion,Up to 6% Cashback,,,Castore Products: 6%; New Customer: 5.76%; Tennis: 4.8%; Golf: 4.8%; Motorsport: 4.2%; Existing Customer: 2.4%; Voucher Usage: 1.2%; Others: 1.2%; Rugby: 1.2%; Cricket: 1.2%; Football: 1.2%,2 days,90 days,https://www.shopback.com.au/castore
Cathay Pacific,Travel,0.5% Cashback,,,Standard Cashback: 0.5%,2 days,95 days after your trip,https://www.shopback.com.au/cathay-pacific
CCleaner,Tech,18% Cashback,,,Standard Cashback: 18%,2 days,50 days,https://www.shopback.com.au/ccleaner
CDKeys.com,Toys & Gaming,Up to 3% Cashback,,,New CDKeys.com Customer: 3%; Top Ups: 1.2%; Existing CDKeys.com Customer: 1.2%,2 days,115 days,https://www.shopback.com.au/cd-keys
Center for Vein Restoration,Other,4.9% Cashback,,,,2 days,90 days,https://www.shopback.com.au/center-for-vein-restoration
Ceres Life,Fashion,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,95 days,https://www.shopback.com.au/ceres-life
Champion,Fashion,10.5% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10.5%,2 days,80 days,https://www.shopback.com.au/champion
Chanalai Hotels and Resorts,Travel,4.2% Cashback,,,,2 days,100 days after your trip,https://www.shopback.com.au/chanalai-hotels-and-resorts
CHARLES &amp; KEITH,Fashion,Up to 4% Cashback,,,Charles & Keith New Customer: 4%; Charles & Keith Existing Customer: 2.5%,2 days,75 days,https://www.shopback.com.au/charles-keith
Charles Tyrwhitt,Fashion,Up to 6% Cashback,,,New Charles Tyrwhitt Customer: 6%; Existing Charles Tyrwhitt Customer: 4%,2 days,75 days,https://www.shopback.com.au/charles-tyrwhitt
Charlotte Tilbury,Beauty,4.5% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 4.5%,2 days,130 days,https://www.shopback.com.au/charlotte-tilbury
Chatrium Hotels and Residences,Travel,4.2% Cashback,,,,2 days,100 days after your trip,https://www.shopback.com.au/chatrium-hotels-and-residences
Cheap Tickets,Travel,Up to 4.8% Cashback,,,Cruise: $$30; Event Tickets: 4.8%; Pre-paid Hotel: 3.6%; Activites: 3%; Packages: 2.4%; Flights: $$2.40; Post-paid Hotel: 1.8%; Car Hire: $$1.80; Event Tickets (Promo / Discount used ): 1.2%; Pre-paid Hotel (Promo / Discount Used ): 0.6%; Packages (Promo / Discount used ): 0.6%,2 days,120 days after your trip,https://www.shopback.com.au/cheap-tickets
CheapOair,Travel,Up to $20 Cashback,,,Vacation Package: $$20; Hotel Booking: $$12; Flight Booking: $$7; Flight Insurance: $$4.20; Car Booking: $$4.20,2 days,90 days after your trip,https://www.shopback.com.au/cheapoair
Cheapoair.com,Travel,Up to $12.50 Cashback,,,Vacation Packages: $$12.50; Hotels: $$7.50; Flights: $$4; Insurance: $$2.50; Car Rentals: $$2.50,2 days,125 days after your trip,https://www.shopback.com.au/cheapoair-com
Check My Body Health Australia,Health & Beauty,17.5% Cashback,yes,2026-07-23T13:59:59.000Z,Standard Cashback: 17.5%,2 days,90 days,https://www.shopback.com.au/check-my-body-health-australia
Chefgood,Food Delivery,Up to 7.5% Cashback,,,New Customer: 7.5%; Existing Customer: 2.1%,2 days ,50 days,https://www.shopback.com.au/chefgood
Chegg Inc,Digital & VPNs,Up to 70% Cashback,,,Chegg Writing - First Subscription: 70%; Chegg Study Pack - First Subscription: 10.5%; Chegg Study - First Subscription: 10.5%,2 days,90 days,https://www.shopback.com.au/chegg
Chelsea Megastore,Fashion,2.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/chelsea-megastore
Chemist Direct,Health & Beauty,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/chemist-direct
Chemist Warehouse,Health & Beauty,0.7% Cashback,,,Orders $120 and above: 0.7%; Standard Cashback: 0.7%; Orders $80 and above: 0.7%,2 days,95 days,https://www.shopback.com.au/chemist-warehouse
Cherley,Fashion,4.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/cherley
Cherub Baby,Baby & Kids,5.6% Cashback,,,Standard Cashback: 5.6%,30 days,35 days,https://www.shopback.com.au/cherub-baby
ChicMe,Fashion,5% Cashback,,,,2 days,75 days,https://www.shopback.com.au/chicme
Chief Nutrition,Health & Beauty,Up to 4.8% Cashback,,,New Customer: 4.8%; Return Customer: 2%,2 days,90 days,https://www.shopback.com.au/chief-nutrition
Chiropedic,Home & Garden,4% Cashback,,,Standard Cashback: 4%,2 days,150 days,https://www.shopback.com.au/chiropedic
Chow Sang Sang Jewellery,Fashion,Up to 8.4% Cashback,yes,,Non-Gold Products: 8.4%; Gold Products: 3.5%,2 days,75 days,https://www.shopback.com.au/chow-sang-sang-jewellery
Christophe Robin,Other,Up to 7% Cashback,,,New Customers: 7%; Existing Customers: 3.5%; Use of Voucher Codes: 1.4%,2 days,90 days,https://www.shopback.com.au/christophe-robin
Ciga Design,Fashion,3.6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/ciga-design
Circa,Home & Garden,4.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/circa-home
CircleDNA,Digital & VPNs,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/circledna
Citilink,Travel,0.42% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/citilink
City Beach,Fashion,Up to 3% Cashback,,,New City Beach Customers: 3%; Existing City Beach Customers: 1.5%; Sale Items & Use of Coupon Codes: 1%,2 days,80 days,https://www.shopback.com.au/city-beach
City Chic,Fashion,Up to 4% Cashback,,,New City Chic Customers: 4%; Existing City Chic Customers: 2%,2 days,90 days,https://www.shopback.com.au/city-chic
City Perfume,Beauty,Up to 7% Cashback,,,"CARON, Parfums de Marly, Roos & Roos, Nicolai Parfumeur Createur, Atelier Des Ors, Electimuss London, Padre Aura: 7%; Standard Cashback: 3%",2 days,75 days,https://www.shopback.com.au/city-perfume
Clarks,Fashion,Temporarily unavailable,,,,2 days,120 days,https://www.shopback.com.au/clarks
ClassBento,Activities,Up to 3% Cashback,,,Standard Cashback: 3%; With Coupons: 0.6%,2 days,120 days,https://www.shopback.com.au/classbento
Clearly,Health & Beauty,Up to 10% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10%; Contact Lenses: 4.2%,2 days,180 days,https://www.shopback.com.au/clearly
Clearview Cruises,Travel,2% Cashback,,,Standard Cashback: 2%,2 days,35 days,https://www.shopback.com.au/clearview-cruises
Clinique,Beauty,Up to 6.6% Cashback,,,Cashback for New Clinique customers: 6.6%; Cashback for Existing Clinique customers: 3.3%,4 days,90 days,https://www.shopback.com.au/clinique
Club X,Health & Beauty,Up to 10.5% Cashback,,,Orders Without Coupon: 10.5%; Orders With Coupon: 3.5%,2 days,90 days,https://www.shopback.com.au/club-x
Club21,Fashion,9% Cashback,,,,2 days,95 days,https://www.shopback.com.au/club21
Coach,Fashion,3% Cashback,,,Standard Cashback: 3%,2 days,95 days,https://www.shopback.com.au/coach-australia
Coco&amp;Eve,Beauty,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/cocoandeve
Coconu,Health & Beauty,3.5% Cashback,,,,2 days,100 days,https://www.shopback.com.au/coconu
Codashop,Toys & Gaming,Up to 1.2% Cashback,,,"Standard Items: 1.2%; SKU Code: 494, 737: 0.6%",2 days,90 days,https://www.shopback.com.au/codashop
Coinbase,Finance & Utilities,$18 Cashback,,,New Coinbase Customer's First Trade: $$18,2 days,45 days,https://www.shopback.com.au/coinbase
Coles,Grocery,0.15% Cashback,,,Standard Cashback: 0.15%,7 days,75 days,https://www.shopback.com.au/coles
Colourpop,Beauty,Up to 2.8% Cashback,,,"All Other Items: 2.8%; Hocus Pocus, BT21, Harry Potter, High School Musical, Star Wars, Muppets, It's A Small World, Snow White, Legend of Korra, & Alice In Wonderland Items: 0.7%; Trouble Maker & Winnie The Pooh Hunny Pots Items: 0.7%",2 days,90 days,https://www.shopback.com.au/colourpop
Compare Club,Finance & Utilities,Up to $65 Cashback,,,Family ( Opt in for Hospitals and Extras ): $$65; Couple ( Opt in for Hospitals and Extras ): $$65; Family: $$48.75; Couple: $$48.75; Single ( Opt in for Hospitals and Extras ): $$48.75; Single Parent ( Opt in for Hospitals and Extras ): $$48.75; Single: $$32.50; Single Parent: $$32.50,2 days,120 days,https://www.shopback.com.au/compare-club
Compare Electricity and Gas,Finance & Utilities,Up to $160 Cashback,yes,2026-07-21T13:59:59.000Z,New Gas & Electricity Signups: $$160; New Electricity Signups: $$100; New Gas Signups: $$60,15 days,120 days,https://www.shopback.com.au/compare-electricity-gas
Compare Solar,Finance & Utilities,$150 Cashback,,,,7 days,90 days,https://www.shopback.com.au/compare-solar
Compare The Market,Finance & Utilities,Up to $100 Cashback,,,Health Insurance - Hospital & Extras: $$100; Health Insurance - Hospital Only: $$100; Income Insurance: $$75; Life Insurance: $$75; Car Insurance - Comprehensive: $$55; Home & Contents Insurance - Home & Contents Cover: $$50; Home & Contents Insurance - Landlord Home & Contents Cover: $$50; Home & Contents Insurance - Landlord Home Cover Only: $$33; Home & Contents Insurance - Home Cover Only: $$33; Health Insurance - Extras Only: $$30; Pet  Insurance: $$25; Home & Contents Insurance - Contents Cover Only: $$25; Home & Contents Insurance - Landlord Contents Cover Only: $$25; Car Insurance - Non-Comprehensive: $$20; Travel Insurance: $$10,2 days ,90 days,https://www.shopback.com.au/compare-the-market
Compass Hospitality,Travel,4.2% Cashback,,,,2 days,100 days after your trip,https://www.shopback.com.au/compass-hospitality
Connetix,Baby & Kids,Up to 4.2% Cashback,,,New Customers: 4.2%; Existing Customers: 3.5%,2 days,95 days,https://www.shopback.com.au/connetix
